#,sireName,arch,foals,runs,wins,wps,win%,wps%, fees , winnings , profit , roi ,graded_wins
1920,Yute,LTS,7,76,8,33,10.5%,43.4%," 52,535 "," 36,401 ","-16,134 ",-0.31 ,0
1921,Albert Einstein,RDF,12,91,8,35,8.8%,38.5%," 98,325 "," 68,127 ","-30,198 ",-0.31 ,0
1922,Luchito Diaz,RDF,12,45,3,10,6.7%,22.2%," 21,980 "," 15,228 ","-6,752 ",-0.31 ,0
1923,Piper Eclipse,LDS,5,31,2,9,6.5%,29.0%," 20,600 "," 14,271 ","-6,329 ",-0.31 ,0
1924,French Martini,RTS,9,50,6,20,12.0%,40.0%," 85,455 "," 59,179 ","-26,276 ",-0.31 ,0
1925,Impetus,RTF,8,59,5,24,8.5%,40.7%," 108,955 "," 75,453 ","-33,502 ",-0.31 ,0
1926,Crazy Beautiful,LDF,45,447,60,169,13.4%,37.8%," 570,602 "," 395,094 ","-175,508 ",-0.31 ,1
1927,Battle of Kursk,LDS,6,66,4,23,6.1%,34.8%," 33,870 "," 23,446 ","-10,424 ",-0.31 ,0
1928,Yukon Jack,RTS,136,3025,319,1029,10.5%,34.0%," 4,451,294 "," 3,079,590 ","-1,371,704 ",-0.31 ,0
1929,Malibu Rum,RTS,5,39,4,11,10.3%,28.2%," 46,075 "," 31,859 ","-14,216 ",-0.31 ,0
1930,Stylish Stud #6838,#N/A,7,123,13,46,10.6%,37.4%," 191,607 "," 132,431 ","-59,175 ",-0.31 ,0
1931,Chemiker,RTF,45,461,51,175,11.1%,38.0%," 417,605 "," 288,527 ","-129,078 ",-0.31 ,0
1932,Winona Rider,RDF,63,670,69,218,10.3%,32.5%," 851,130 "," 587,896 ","-263,234 ",-0.31 ,1
1933,Paris Black,LTS,11,92,13,31,14.1%,33.7%," 76,695 "," 52,955 ","-23,740 ",-0.31 ,0
1934,Alice's Adventures,LTS,18,104,14,43,13.5%,41.3%," 94,960 "," 65,566 ","-29,394 ",-0.31 ,0
1935,Hunter Gatherer,LDS,51,608,67,228,11.0%,37.5%," 722,321 "," 498,670 ","-223,651 ",-0.31 ,1
1936,House Cup,RDF,58,927,81,292,8.7%,31.5%," 1,946,738 "," 1,343,933 ","-602,805 ",-0.31 ,4
1937,The Murph,RTS,5,38,5,15,13.2%,39.5%," 73,540 "," 50,768 ","-22,772 ",-0.31 ,0
1938,Benighted,RDF,36,189,20,53,10.6%,28.0%," 167,590 "," 115,672 ","-51,918 ",-0.31 ,0
1939,JOSHUA D,LTS,6,27,1,8,3.7%,29.6%," 20,620 "," 14,227 ","-6,393 ",-0.31 ,0
1940,Moon Cruiser,RDF,5,36,2,11,5.6%,30.6%," 19,780 "," 13,643 ","-6,137 ",-0.31 ,0
1941,Puffy Myrtles,LTS,20,277,30,107,10.8%,38.6%," 364,765 "," 251,530 ","-113,235 ",-0.31 ,0
1942,Yentel,LDF,7,49,5,20,10.2%,40.8%," 80,595 "," 55,571 ","-25,024 ",-0.31 ,0
1943,Professor Keenbean,RTF,7,37,3,12,8.1%,32.4%," 37,670 "," 25,967 ","-11,703 ",-0.31 ,0
1944,Hulk,LDF,13,199,24,82,12.1%,41.2%," 214,860 "," 148,059 ","-66,801 ",-0.31 ,0
1945,Nemington's Gold,RDF,10,230,29,80,12.6%,34.8%," 115,750 "," 79,754 ","-35,996 ",-0.31 ,0
1946,Barista,RTS,23,168,14,57,8.3%,33.9%," 239,784 "," 165,171 ","-74,613 ",-0.31 ,0
1947,Notah,RTS,6,39,8,16,20.5%,41.0%," 58,090 "," 40,010 ","-18,080 ",-0.31 ,0
1948,Mundo Spin,RTS,27,109,12,35,11.0%,32.1%," 205,090 "," 141,256 ","-63,834 ",-0.31 ,0
1949,Late Late Night,RDF,45,250,39,135,15.6%,54.0%," 219,425 "," 151,118 ","-68,307 ",-0.31 ,0
1950,Jigolo Har Megiddo,RTF,9,136,14,56,10.3%,41.2%," 88,193 "," 60,711 ","-27,481 ",-0.31 ,0
1951,Elyan Ray,RDF,17,215,18,66,8.4%,30.7%," 294,988 "," 203,009 ","-91,979 ",-0.31 ,0
1952,Burgoo King ,LDS,14,229,21,79,9.2%,34.5%," 250,372 "," 172,284 ","-78,088 ",-0.31 ,0
1953,Truly Bold,RDS,5,25,5,9,20.0%,36.0%," 34,040 "," 23,422 ","-10,618 ",-0.31 ,0
1954,Lèomhann,RTF,13,218,26,71,11.9%,32.6%," 393,241 "," 270,533 ","-122,708 ",-0.31 ,0
1955,Stylish Stud #2053,#N/A,11,492,73,247,14.8%,50.2%," 782,972 "," 538,629 ","-244,343 ",-0.31 ,0
1956,Sundance Kid,RDF,45,368,37,109,10.1%,29.6%," 422,525 "," 290,618 ","-131,907 ",-0.31 ,2
1957,Maus Prowess,RDF,80,895,103,308,11.5%,34.4%," 875,255 "," 601,715 ","-273,540 ",-0.31 ,1
1958,Last Nightmare,LDS,7,41,5,18,12.2%,43.9%," 92,315 "," 63,448 ","-28,867 ",-0.31 ,0
1959,Flying Goat,LTS,7,90,11,36,12.2%,40.0%," 66,870 "," 45,955 ","-20,915 ",-0.31 ,0
1960,Legendary Ghost,RTF,10,88,6,34,6.8%,38.6%," 83,845 "," 57,614 ","-26,231 ",-0.31 ,0
1961,Stylish Stud #9387,#N/A,7,282,32,113,11.3%,40.1%," 340,332 "," 233,754 ","-106,577 ",-0.31 ,0
1962,Corey Trevor,LDS,7,52,5,20,9.6%,38.5%," 41,420 "," 28,445 ","-12,975 ",-0.31 ,0
1963,Monza,LDS,5,16,2,7,12.5%,43.8%," 11,680 "," 8,021 ","-3,659 ",-0.31 ,0
1964,Charley Mike,RTF,90,1396,153,466,11.0%,33.4%," 2,211,893 "," 1,518,355 ","-693,538 ",-0.31 ,9
1965,Messiah,RTS,14,65,5,15,7.7%,23.1%," 67,360 "," 46,212 ","-21,148 ",-0.31 ,0
1966,Bubble Rose,LDF,7,79,9,24,11.4%,30.4%," 105,860 "," 72,586 ","-33,274 ",-0.31 ,0
1967,Generous Chief,RDF,39,358,30,105,8.4%,29.3%," 578,350 "," 396,501 ","-181,849 ",-0.31 ,2
1968,Summit,LDF,18,117,12,35,10.3%,29.9%," 199,885 "," 137,031 ","-62,854 ",-0.31 ,1
1969,Stylish Stud #43,#N/A,29,975,128,380,13.1%,39.0%," 1,287,230 "," 882,277 ","-404,953 ",-0.31 ,1
1970,Dennis Markowski,RTF,9,113,12,48,10.6%,42.5%," 84,565 "," 57,952 ","-26,613 ",-0.31 ,0
1971,Hunter,RTS,7,67,9,28,13.4%,41.8%," 88,830 "," 60,866 ","-27,964 ",-0.31 ,0
1972,Eye Rock,LDF,5,40,3,9,7.5%,22.5%," 22,870 "," 15,668 ","-7,202 ",-0.31 ,0
1973,Eugene's Axe,RDF,10,135,17,55,12.6%,40.7%," 138,155 "," 94,614 ","-43,541 ",-0.32 ,0
1974,Sweet Dynamite,RTS,7,36,5,16,13.9%,44.4%," 11,305 "," 7,742 ","-3,563 ",-0.32 ,0
1975,Stylish Stud #8778,#N/A,5,105,15,36,14.3%,34.3%," 97,850 "," 67,005 ","-30,845 ",-0.32 ,0
1976,Fala,RDS,18,175,15,68,8.6%,38.9%," 181,961 "," 124,547 ","-57,414 ",-0.32 ,0
1977,Oceanic Jiving,LTS,40,246,28,97,11.4%,39.4%," 288,629 "," 197,549 ","-91,080 ",-0.32 ,0
1978,Casual Bravado,LDF,13,57,5,23,8.8%,40.4%," 67,350 "," 46,089 ","-21,261 ",-0.32 ,0
1979,Atlantic City,RTS,9,68,6,29,8.8%,42.6%," 77,220 "," 52,837 ","-24,383 ",-0.32 ,0
1980,Renfield,LDS,41,449,44,162,9.8%,36.1%," 457,619 "," 313,099 ","-144,520 ",-0.32 ,0
1981,OziSel,#N/A,8,38,6,16,15.8%,42.1%," 25,465 "," 17,422 ","-8,043 ",-0.32 ,0
1982,Persistence,RTF,92,747,60,236,8.0%,31.6%," 1,108,940 "," 758,443 ","-350,497 ",-0.32 ,3
1983,Meep Meep,RDF,61,528,52,181,9.8%,34.3%," 879,065 "," 600,879 ","-278,186 ",-0.32 ,1
1984,Ambitious Showdown,LDF,18,161,15,56,9.3%,34.8%," 267,880 "," 183,087 ","-84,793 ",-0.32 ,0
1985,Qbic,RTF,5,46,7,19,15.2%,41.3%," 38,535 "," 26,337 ","-12,198 ",-0.32 ,0
1986,Apollo's Dream,LDF,6,32,1,15,3.1%,46.9%," 23,325 "," 15,937 ","-7,388 ",-0.32 ,0
1987,Taif,RTF,5,46,5,16,10.9%,34.8%," 30,200 "," 20,614 ","-9,586 ",-0.32 ,0
1988,High Chunah,LTS,9,59,12,28,20.3%,47.5%," 83,205 "," 56,740 ","-26,465 ",-0.32 ,0
1989,Laudatio,RDF,22,106,12,30,11.3%,28.3%," 92,080 "," 62,791 ","-29,289 ",-0.32 ,0
1990,Bull Trap,RDF,10,75,10,23,13.3%,30.7%," 160,835 "," 109,659 ","-51,176 ",-0.32 ,1
1991,Berbere Spice,RTS,8,47,4,18,8.5%,38.3%," 45,390 "," 30,947 ","-14,443 ",-0.32 ,0
1992,Abbey Road,LTS,6,36,5,14,13.9%,38.9%," 20,745 "," 14,143 ","-6,602 ",-0.32 ,0
1993,Raven Of Erebor,LDS,16,140,16,63,11.4%,45.0%," 289,520 "," 197,290 ","-92,230 ",-0.32 ,2
1994,Born To Voodoo,#N/A,5,52,4,11,7.7%,21.2%," 60,210 "," 41,017 ","-19,193 ",-0.32 ,0
1995,Embargo,RTF,17,227,18,72,7.9%,31.7%," 203,255 "," 138,345 ","-64,910 ",-0.32 ,0
1996,Mediocrates,LDF,8,23,3,7,13.0%,30.4%," 16,510 "," 11,236 ","-5,274 ",-0.32 ,0
1997,Jobdar,LDF,82,939,102,306,10.9%,32.6%," 1,312,090 "," 892,748 ","-419,342 ",-0.32 ,1
1998,Wif Whisperer,LDF,19,179,20,75,11.2%,41.9%," 104,704 "," 71,241 ","-33,463 ",-0.32 ,0
1999,Tulca,LTS,25,271,28,96,10.3%,35.4%," 249,270 "," 169,527 ","-79,743 ",-0.32 ,0
2000,Lightsong,LDS,7,70,6,19,8.6%,27.1%," 94,520 "," 64,249 ","-30,271 ",-0.32 ,0
2001,Monterrey,LTS,5,33,2,11,6.1%,33.3%," 19,740 "," 13,417 ","-6,323 ",-0.32 ,0
2002,Fool of Hearts,LTF,7,28,3,14,10.7%,50.0%," 30,820 "," 20,939 ","-9,881 ",-0.32 ,0
2003,By A Mile,LDS,24,285,24,83,8.4%,29.1%," 340,110 "," 231,051 ","-109,059 ",-0.32 ,0
2004,Stylish Stud #8219,#N/A,5,89,11,36,12.4%,40.4%," 139,173 "," 94,515 ","-44,658 ",-0.32 ,0
2005,Châteauroux Neptunia,RTF,21,273,27,93,9.9%,34.1%," 260,180 "," 176,686 ","-83,494 ",-0.32 ,0
2006,Devil Driver,RTF,10,49,2,18,4.1%,36.7%," 56,580 "," 38,420 ","-18,160 ",-0.32 ,0
2007,Woozzoud,LDS,24,405,38,145,9.4%,35.8%," 595,733 "," 404,421 ","-191,311 ",-0.32 ,0
2008,Nocturnum ,LTS,6,90,6,29,6.7%,32.2%," 157,415 "," 106,860 ","-50,555 ",-0.32 ,0
2009,Lua,LDF,7,31,4,11,12.9%,35.5%," 17,735 "," 12,035 ","-5,700 ",-0.32 ,0
2010,Moon Gored,RDF,19,387,36,125,9.3%,32.3%," 560,101 "," 380,028 ","-180,073 ",-0.32 ,1
2011,Stylish Stud #8152,#N/A,20,835,101,306,12.1%,36.6%," 964,456 "," 654,164 ","-310,291 ",-0.32 ,0
2012,Moonlight,RTF,23,389,39,119,10.0%,30.6%," 418,705 "," 283,992 ","-134,713 ",-0.32 ,0
2013,Triple Assassin,RTF,154,4497,429,1425,9.5%,31.7%," 8,951,050 "," 6,068,060 ","-2,882,990 ",-0.32 ,11
2014,Stylish Stud #9416,#N/A,14,656,82,297,12.5%,45.3%," 1,439,988 "," 975,864 ","-464,123 ",-0.32 ,6
2015,Stryker,RTS,9,361,41,117,11.4%,32.4%," 501,365 "," 339,710 ","-161,655 ",-0.32 ,0
2016,Asked And Answered,LTS,8,63,9,27,14.3%,42.9%," 50,905 "," 34,488 ","-16,417 ",-0.32 ,0
2017,Blackout,LDF,5,9,2,3,22.2%,33.3%," 13,045 "," 8,837 ","-4,208 ",-0.32 ,0
2018,Ambitious Monument,RDS,62,362,42,146,11.6%,40.3%," 538,990 "," 364,989 ","-174,001 ",-0.32 ,2
2019,White Star Line,RDF,37,399,46,134,11.5%,33.6%," 440,230 "," 297,979 ","-142,251 ",-0.32 ,0
2020,Milky Star,LDF,9,91,6,33,6.6%,36.3%," 74,015 "," 50,085 ","-23,930 ",-0.32 ,0
2021,Fox River,RTS,6,33,5,13,15.2%,39.4%," 19,365 "," 13,104 ","-6,261 ",-0.32 ,0
2022,Mr. Lee,LTS,11,127,16,58,12.6%,45.7%," 104,274 "," 70,524 ","-33,750 ",-0.32 ,0
2023,Havana Heights,RDF,12,46,3,12,6.5%,26.1%," 35,860 "," 24,247 ","-11,613 ",-0.32 ,0
2024,Rally Cap,RTS,15,101,12,44,11.9%,43.6%," 202,475 "," 136,901 ","-65,574 ",-0.32 ,1
2025,Stylish Stud #4247,#N/A,9,218,29,93,13.3%,42.7%," 318,471 "," 215,329 ","-103,142 ",-0.32 ,0
2026,Rekt,RDF,13,78,8,22,10.3%,28.2%," 71,615 "," 48,400 ","-23,215 ",-0.32 ,0
2027,Diana of Mercury,RTF,40,394,37,114,9.4%,28.9%," 493,339 "," 333,373 ","-159,966 ",-0.32 ,0
2028,White Knight,RTS,54,821,102,285,12.4%,34.7%," 1,275,058 "," 861,581 ","-413,477 ",-0.32 ,1
2029,Moon of Jupiter,RTF,16,144,15,47,10.4%,32.6%," 168,590 "," 113,904 ","-54,686 ",-0.32 ,0
2030,Constellation,LDF,15,172,17,69,9.9%,40.1%," 206,730 "," 139,672 ","-67,058 ",-0.32 ,0
2031,Magistrate,RDF,25,170,16,60,9.4%,35.3%," 228,187 "," 154,147 ","-74,040 ",-0.32 ,0
2032,Stylish Stud #9825,#N/A,9,105,11,37,10.5%,35.2%," 127,776 "," 86,215 ","-41,561 ",-0.33 ,0
2033,Grez,LDS,46,485,61,190,12.6%,39.2%," 459,335 "," 309,815 ","-149,520 ",-0.33 ,0
2034,Admiral Ackbar,RTF,12,140,12,41,8.6%,29.3%," 93,565 "," 63,104 ","-30,461 ",-0.33 ,0
2035,Bonza Mate,RTF,8,72,4,29,5.6%,40.3%," 24,855 "," 16,762 ","-8,093 ",-0.33 ,0
2036,Eagle Aceman,LDF,7,34,3,12,8.8%,35.3%," 56,590 "," 38,154 ","-18,436 ",-0.33 ,0
2037,Sunday Sylence,RTF,101,2850,306,940,10.7%,33.0%," 4,251,060 "," 2,864,154 ","-1,386,906 ",-0.33 ,0
2038,Livid Screams,RDF,47,515,50,164,9.7%,31.8%," 807,149 "," 543,529 ","-263,620 ",-0.33 ,0
2039,Poolside,LTS,5,16,2,4,12.5%,25.0%," 24,550 "," 16,528 ","-8,022 ",-0.33 ,1
2040,Costa,RTS,13,96,6,35,6.3%,36.5%," 92,845 "," 62,494 ","-30,351 ",-0.33 ,0
2041,Mr. Towelie's Speed,RTF,76,1852,172,565,9.3%,30.5%," 3,345,645 "," 2,251,669 ","-1,093,976 ",-0.33 ,0
2042,Gog,RTS,11,137,16,46,11.7%,33.6%," 192,270 "," 129,390 ","-62,880 ",-0.33 ,0
2043,Burning Blood,RDF,13,56,8,15,14.3%,26.8%," 37,915 "," 25,510 ","-12,405 ",-0.33 ,0
2044,The Dark Side,RDF,8,71,8,27,11.3%,38.0%," 53,665 "," 36,098 ","-17,567 ",-0.33 ,0
2045,Avant-garde,LTS,47,470,54,178,11.5%,37.9%," 761,410 "," 512,134 ","-249,276 ",-0.33 ,2
2046,King George,RDF,29,410,34,102,8.3%,24.9%," 745,418 "," 501,259 ","-244,159 ",-0.33 ,0
2047,Beach House,RDF,11,89,11,49,12.4%,55.1%," 77,325 "," 51,987 ","-25,338 ",-0.33 ,0
2048,Octane,RTF,12,135,12,50,8.9%,37.0%," 152,560 "," 102,479 ","-50,081 ",-0.33 ,1
2049,Avicii,LDF,12,207,20,75,9.7%,36.2%," 197,790 "," 132,852 ","-64,938 ",-0.33 ,0
2050,Master of Reality,LTS,6,24,2,12,8.3%,50.0%," 15,320 "," 10,289 ","-5,031 ",-0.33 ,0
2051,Hostile Takeover,RDF,34,166,13,48,7.8%,28.9%," 201,000 "," 134,981 ","-66,019 ",-0.33 ,1
2052,Night at the Museum,LDS,6,29,4,11,13.8%,37.9%," 20,740 "," 13,927 ","-6,813 ",-0.33 ,0
2053,Shots Fire,RDS,12,88,8,46,9.1%,52.3%," 82,535 "," 55,416 ","-27,119 ",-0.33 ,0
2054,Sol Summer,RTF,15,138,12,41,8.7%,29.7%," 98,340 "," 66,026 ","-32,314 ",-0.33 ,0
2055,Rampage Slam,RTF,8,14,1,4,7.1%,28.6%," 12,415 "," 8,333 ","-4,082 ",-0.33 ,0
2056,All Shook Up,LDS,24,180,17,64,9.4%,35.6%," 127,450 "," 85,527 ","-41,923 ",-0.33 ,0
2057,Just Maybe,LTS,16,93,9,35,9.7%,37.6%," 121,060 "," 81,237 ","-39,823 ",-0.33 ,0
2058,RoseDzr,LDF,95,1106,119,397,10.8%,35.9%," 1,555,745 "," 1,043,571 ","-512,174 ",-0.33 ,2
2059,Combat Apache,LDF,15,98,13,32,13.3%,32.7%," 90,555 "," 60,683 ","-29,872 ",-0.33 ,0
2060,Geronimo's Apollo,RDF,25,168,25,74,14.9%,44.0%," 145,385 "," 97,353 ","-48,032 ",-0.33 ,0
2061,UltraViolet BSF,LDF,18,139,15,51,10.8%,36.7%," 130,655 "," 87,486 ","-43,169 ",-0.33 ,0
2062,Makaveli,LDF,45,1215,119,368,9.8%,30.3%," 2,812,164 "," 1,882,351 ","-929,813 ",-0.33 ,2
2063,Moores Leches,RDS,6,70,9,22,12.9%,31.4%," 46,950 "," 31,422 ","-15,528 ",-0.33 ,0
2064,Slim Archie,LDF,5,88,15,39,17.0%,44.3%," 70,945 "," 47,474 ","-23,471 ",-0.33 ,0
2065,Grom,RTS,5,36,3,14,8.3%,38.9%," 26,495 "," 17,728 ","-8,767 ",-0.33 ,0
2066,Emboldened Apollo,LDF,20,99,10,34,10.1%,34.3%," 117,970 "," 78,918 ","-39,052 ",-0.33 ,0
2067,Stylish Stud #3224,#N/A,25,985,124,400,12.6%,40.6%," 1,646,132 "," 1,100,844 ","-545,287 ",-0.33 ,1
2068,Diamonds Dancing,RDF,12,108,13,42,12.0%,38.9%," 98,155 "," 65,633 ","-32,522 ",-0.33 ,0
2069,Night Crawler,RDF,14,235,20,78,8.5%,33.2%," 248,915 "," 166,372 ","-82,543 ",-0.33 ,0
2070,Wakan Fields,LDF,21,212,18,79,8.5%,37.3%," 206,355 "," 137,918 ","-68,437 ",-0.33 ,0
2071,XCOM,RDF,14,512,49,154,9.6%,30.1%," 733,365 "," 490,105 ","-243,260 ",-0.33 ,0
2072,Star Lemon,RTF,14,128,13,53,10.2%,41.4%," 118,895 "," 79,396 ","-39,499 ",-0.33 ,0
2073,Into the Fire,RTF,74,978,93,272,9.5%,27.8%," 1,403,742 "," 936,839 ","-466,903 ",-0.33 ,0
2074,Canadian Oatsider,LDS,28,490,53,196,10.8%,40.0%," 810,203 "," 540,640 ","-269,563 ",-0.33 ,0
2075,Princess of Jupiter,RTF,29,203,29,68,14.3%,33.5%," 199,865 "," 133,364 ","-66,501 ",-0.33 ,0
2076,Nina Dobrev,LDF,16,33,4,8,12.1%,24.2%," 21,385 "," 14,247 ","-7,138 ",-0.33 ,0
2077,Yukon,LDF,74,1716,164,532,9.6%,31.0%," 4,735,921 "," 3,153,511 ","-1,582,410 ",-0.33 ,4
2078,DarkSideoftheMoon,LTS,6,74,12,27,16.2%,36.5%," 84,695 "," 56,384 ","-28,311 ",-0.33 ,0
2079,Curmudgeon,LTS,20,247,34,92,13.8%,37.2%," 355,620 "," 236,699 ","-118,921 ",-0.33 ,0
2080,White Thunder,LTS,7,26,3,10,11.5%,38.5%," 12,300 "," 8,185 ","-4,115 ",-0.33 ,0
2081,Campobello,RDF,8,82,10,23,12.2%,28.0%," 110,712 "," 73,673 ","-37,039 ",-0.33 ,0
2082,Riskman,RDF,5,51,3,16,5.9%,31.4%," 58,960 "," 39,217 ","-19,743 ",-0.33 ,0
2083,Space Pumpkin,LTS,11,39,3,13,7.7%,33.3%," 34,792 "," 23,139 ","-11,653 ",-0.33 ,0
2084,Foal Le Hu,LDS,5,53,6,19,11.3%,35.8%," 38,485 "," 25,586 ","-12,899 ",-0.34 ,0
2085,Lussi In The Snow,LDF,57,411,45,138,10.9%,33.6%," 360,425 "," 239,528 ","-120,897 ",-0.34 ,0
2086,BTC BOTTOM,RDF,14,177,12,59,6.8%,33.3%," 152,440 "," 101,276 ","-51,164 ",-0.34 ,0
2087,Flying Dutchman,RTF,18,156,22,56,14.1%,35.9%," 347,515 "," 230,598 ","-116,917 ",-0.34 ,0
2088,Zephorius,LDS,8,173,23,65,13.3%,37.6%," 130,070 "," 86,294 ","-43,776 ",-0.34 ,0
2089,Ole Stewball,LTS,41,1558,194,572,12.5%,36.7%," 2,831,264 "," 1,878,033 ","-953,231 ",-0.34 ,0
2090,Labyrinth,RDS,35,263,31,118,11.8%,44.9%," 255,765 "," 169,648 ","-86,117 ",-0.34 ,0
2091,Influencer,RTS,74,937,93,288,9.9%,30.7%," 1,836,339 "," 1,217,835 ","-618,504 ",-0.34 ,1
2092,BellsFlyer,RDF,43,322,38,108,11.8%,33.5%," 277,915 "," 184,298 ","-93,617 ",-0.34 ,0
2093,Pinnacle,RDF,18,117,10,32,8.5%,27.4%," 137,770 "," 91,295 ","-46,475 ",-0.34 ,0
2094,LevelUp,RDS,7,47,10,23,21.3%,48.9%," 53,810 "," 35,656 ","-18,154 ",-0.34 ,0
2095,Iber,RDF,7,15,2,3,13.3%,20.0%," 8,890 "," 5,890 ","-3,000 ",-0.34 ,0
2096,Curse Upon A Star,RDF,7,70,7,25,10.0%,35.7%," 79,080 "," 52,389 ","-26,691 ",-0.34 ,0
2097,Grease Monkey,LDF,11,28,2,11,7.1%,39.3%," 24,310 "," 16,102 ","-8,208 ",-0.34 ,0
2098,Crash Bandicoot,RDF,6,33,2,9,6.1%,27.3%," 37,120 "," 24,586 ","-12,534 ",-0.34 ,0
2099,Uruguay,RTF,5,21,2,7,9.5%,33.3%," 25,895 "," 17,149 ","-8,746 ",-0.34 ,0
2100,Underpriced,LTS,16,250,31,90,12.4%,36.0%," 330,244 "," 218,615 ","-111,629 ",-0.34 ,0
2101,Just Scuba,LTF,18,284,34,111,12.0%,39.1%," 402,045 "," 265,958 ","-136,087 ",-0.34 ,0
2102,Runnin' Rebel,LDF,9,32,4,14,12.5%,43.8%," 29,080 "," 19,237 ","-9,843 ",-0.34 ,0
2103,Wild Leap,LTF,26,100,9,40,9.0%,40.0%," 54,700 "," 36,152 ","-18,548 ",-0.34 ,0
2104,Oriole,RDF,11,102,13,28,12.7%,27.5%," 116,355 "," 76,894 ","-39,461 ",-0.34 ,0
2105,Calyptic Philosophy,RDF,11,156,18,57,11.5%,36.5%," 83,250 "," 55,016 ","-28,234 ",-0.34 ,0
2106,Charlie Chaplin,LTS,80,575,71,226,12.3%,39.3%," 733,186 "," 484,370 ","-248,816 ",-0.34 ,0
2107,Stylish Stud #8109,#N/A,5,34,2,16,5.9%,47.1%," 78,639 "," 51,951 ","-26,687 ",-0.34 ,1
2108,mad sling'r,RDS,28,373,60,152,16.1%,40.8%," 465,229 "," 307,308 ","-157,921 ",-0.34 ,0
2109,Antpony Hoofkins,RTS,8,128,17,46,13.3%,35.9%," 116,280 "," 76,803 ","-39,477 ",-0.34 ,0
2110,Hundred Yard War ,LTS,56,883,98,319,11.1%,36.1%," 1,764,587 "," 1,165,421 ","-599,166 ",-0.34 ,11
2111,Pablo's Revenge,RTF,16,124,11,36,8.9%,29.0%," 187,530 "," 123,812 ","-63,718 ",-0.34 ,0
2112,Chou Tropézien,RTF,15,101,12,31,11.9%,30.7%," 151,655 "," 100,119 ","-51,536 ",-0.34 ,0
2113,URSSAF,RTS,22,97,7,26,7.2%,26.8%," 134,455 "," 88,744 ","-45,711 ",-0.34 ,1
2114,Ike Clanton,LDS,68,2318,260,759,11.2%,32.7%," 4,537,473 "," 2,994,409 ","-1,543,064 ",-0.34 ,2
2115,War Against,RTF,16,70,10,28,14.3%,40.0%," 92,920 "," 61,306 ","-31,614 ",-0.34 ,0
2116,Osyrus,LDF,8,104,11,23,10.6%,22.1%," 86,570 "," 57,079 ","-29,491 ",-0.34 ,0
2117,Jedha,LDF,13,198,18,58,9.1%,29.3%," 327,955 "," 216,210 ","-111,745 ",-0.34 ,0
2118,Magnum,LTS,32,499,73,186,14.6%,37.3%," 1,005,444 "," 662,839 ","-342,605 ",-0.34 ,4
2119,Bobby on Fire,RTF,8,83,8,29,9.6%,34.9%," 42,645 "," 28,106 ","-14,539 ",-0.34 ,0
2120,Mid Century Modern,RTS,5,36,5,14,13.9%,38.9%," 19,490 "," 12,844 ","-6,646 ",-0.34 ,0
2121,Colonel Liam,LDS,27,205,20,77,9.8%,37.6%," 186,310 "," 122,721 ","-63,589 ",-0.34 ,0
2122,Punk City,RDF,10,87,7,26,8.0%,29.9%," 83,435 "," 54,926 ","-28,509 ",-0.34 ,0
2123,Willow Valley,RDF,8,45,5,14,11.1%,31.1%," 49,240 "," 32,413 ","-16,827 ",-0.34 ,0
2124,In Ruins,LDF,24,57,9,15,15.8%,26.3%," 64,005 "," 42,116 ","-21,889 ",-0.34 ,0
2125,Iran,RDS,85,2513,337,1073,13.4%,42.7%," 3,492,137 "," 2,297,546 ","-1,194,591 ",-0.34 ,0
2126,Mecca,LTS,160,1835,184,698,10.0%,38.0%," 3,924,939 "," 2,582,202 ","-1,342,737 ",-0.34 ,19
2127,Spread Your Seed,RTF,59,230,16,61,7.0%,26.5%," 382,670 "," 251,509 ","-131,161 ",-0.34 ,3
2128,Lucky Justice,RDF,14,103,12,44,11.7%,42.7%," 36,450 "," 23,953 ","-12,497 ",-0.34 ,0
2129,Blackmore,LDF,12,139,17,62,12.2%,44.6%," 82,010 "," 53,871 ","-28,139 ",-0.34 ,0
2130,Deus,RDF,25,1280,119,436,9.3%,34.1%," 3,435,266 "," 2,256,417 ","-1,178,849 ",-0.34 ,3
2131,Astronomical,RTF,111,1355,133,448,9.8%,33.1%," 2,246,035 "," 1,475,231 ","-770,804 ",-0.34 ,6
2132,Atlantic Moonflame,RTF,18,315,32,98,10.2%,31.1%," 658,867 "," 432,691 ","-226,176 ",-0.34 ,1
2133,Roger Sterling Jr.,RTF,23,282,30,105,10.6%,37.2%," 531,297 "," 348,632 ","-182,665 ",-0.34 ,2
2134,Lost My Keys,LTS,9,105,11,46,10.5%,43.8%," 85,260 "," 55,946 ","-29,314 ",-0.34 ,0
2135,Blue Saturn,RDS,41,317,42,139,13.2%,43.8%," 315,175 "," 206,784 ","-108,391 ",-0.34 ,0
2136,William Larue Weller,RDF,5,80,10,37,12.5%,46.3%," 75,700 "," 49,653 ","-26,047 ",-0.34 ,0
2137,Close Combat,RDF,9,116,11,48,9.5%,41.4%," 91,560 "," 60,042 ","-31,518 ",-0.34 ,0
2138,Warrior Ethos,LDF,5,26,2,9,7.7%,34.6%," 45,505 "," 29,838 ","-15,667 ",-0.34 ,0
2139,The Big D Darter,RTF,6,73,8,31,11.0%,42.5%," 21,045 "," 13,798 ","-7,247 ",-0.34 ,0
2140,Vega Neutral,LTS,60,978,109,345,11.1%,35.3%," 1,622,546 "," 1,063,728 ","-558,818 ",-0.34 ,0
